ID, TWEET, LABEL
6381,"حسب التقرير يوجد 20 مكتب تحت اشراف ايران في وسط و جنوب  العراق لتجنيد المرتزقه لا بواكي عليهم تعالوا نشتم الوهابيه و التكفيريين هم السبب ????",fear
6382,": الموضوع مخيف جداً ان حد يبقا معاك دلوقتي ويعرف كل تفصيله دقيقه عنك ،وفجاه ينسحب،وبعد فتره تلاقيه مع حد تاني بيشاركه نفس…",fear
6383,"خبرين حلوين ف يوم تلات !! لا مش مصدقه لا 😂😂",surprise
6384,"TM: ...... حلب حلب ..... .....امست تصاحبها الكرب صرخت ونزف جراحها ✒يشكو صواريخ العرب  بوح المشاعر",sympathy
6385,"اجمل بلد في الدنيا هي الامارات الحبيبه .. تحيه طيبه من مصر لكل الامارات شعب وحكومه",joy
6386,"ليه بتلوموا لاعب  الاوليمبياد  المصري اللي رفع علم السعوديه علي اللي عمله!!!... في نائب اكثر نطاعه من العبيد رفعه في  المجلس.",anger
6387,"بشار الاسد وهو رخمه  اسماء متناقضه",anger
6388,":   اتقي الله اخي محمد :(",anger
6389,"مشاعر حبي تقول . . . . كــن  صـديـــقــــي فـــ  الحــــــب في زمـــــنـــــنـــا ليس للـــ  اوفـــــيــــاء..!!!! . . . .  لهفه برود",love
6390,": ..هو ان تشعر انك مسؤول عن روح اخري تمكث داخل قلبك ❤️قبل جسدك ..  عناقيد حرف  حنايا الشوق  قهوه توت",love
6391,"????نخجل عند اهتمام  شخص بناولم نصنع له يومًامعروفا ونتالم عند  نكران   شخص ????????اشعلناله اصابع يدينا شموعاً ❗️  همسه بدر",sadness
6392,"قلبي وجعني وقاعده مكسوفه من نفسي من المنظر عالتليفزيون والله ماكنت اعرف ان الوضع سئ وواصل للدرجه دي",sadness
6393,"الاربعاء 7.30 مساء وثائقي عن كره القدم العربيه في الاوليمبياد يتضمن مساهمه من القاهره مع ابرز لاعب كره مصري علي المستوي الاوليمبي",none
6394,"ربنا يخليهولك ويسعدكوا",joy
6395,"كل بطولات السباحه والرمايه وركوب الخيل في الاوليمبياد فاز بيها كفار   مش عارف بقي هما اللي بقوا مسلمين ولا احنا اللي بقينا كفار !",sadness
6396,"احمد اكرم في المركز ال11 و مروان المركز ال7 و بالتالي اكرم يودع الاوليمبياد لان اول 8 هم اللي بيتاهلوا",none
6397,"مصر داخله بفرقه في الطائره الشاطئيه في الاوليمبياد :D النت هيبقي ممتع فشخ وقتها.",joy
6398,": ان مررت يوما وقراتني ستجدني متعبه ، خائفه ، موجوعه ، وربما ابكي ولكن برغم كل ماقرات لااحتاجك .",fear
6399,"خائفه جِداً وترعِبُني كل نغزات الالم فِ صَدري💔",fear
6400,"Common sense 😕 ابوي يكره كل شي امريكي حتي المشاركين في الاوليمبياد يتمني خسارتهم بـ سبب كرهه لـ امريكا سياسياً 😂😂",sadness
6401,"الحكومه مرعوبه .. ودا المطلوب.",fear
6402,"ما اوحشك  يا دنيا",sadness
6403,"ايمن يونس ده رغاي فشخ وحورتجي",anger
6404,"لاعيبه مصر من كتر خروجهم في الاوليمبياد يحسسوك انهم مسافرين من ورا اهاليهم",sadness
6405,"RSEDK حرام عليكم",sadness
6406,"يعني مثلا منتخب مصر لكره اليد كسب بطوله افريقيا فراح الاوليمبياد .. اللي في الصوره طلعت تاني في بطوله افريقيا راحت اوليبمياد كده يعني :D",none
6407,"كل دا بميداليه في الاوليمبياد",none
6408,"الله معكم اينما حللتم ياابطال رابعه✌🏼️.",sympathy
6409,"اخي ان رحلت فلنا لقاء قريب",sadness
6410,"بشر سعوا للخلود وتحدوا  الموت..!! ولكن كانت  المفاجاه ..؟؟...",surprise
6411,"بوجي بيدرب امريكا وهيلعب قدام مصر ف الاوليمبياد",none
6412,"ولا تزعل 💐",sadness
6413,"كفرشيما تتشح بالسواد مرتين في اسبوع  ملحم بركات وام  ماجده الرومي  لبنان  سواد الليالي",sadness
6414,"العالم كله يتابع افتتاح الاوليمبياد في البرازيل، ونحن ابتلانا الله بهذا المعتوه عبد الفتاح السيسي الذي يحتفل بفشله  عيد الحفره  مصر",sadness
6415,"وفجاه صار بيني وبينك حاجز من كل الكلمات اللي كان لازم نحكيها وما حكيناها ايسترو للدعم",sadness
6416,"ما اقول غير الله يعين ذا 😿💔",sympathy
6417,"تسريح العسكريين البدون اكثر ناس مظلومين البدون كان الله في عونهم",sympathy
6418,"معلش لو مفيهاش اساءه ادب يعني هو احمد توفيق بيعمل ايه بالظبط !!!",anger
6419,"احنا ايه اطقم الغسيل الي احنا رايحين بيها الاوليمبياد دي ؟!!!",surprise
6420,"salyy: حين نقول انتهي كل شئ .. ليتنا نملك القوه والشجاعه لكي ينتهي فعلاً...",sadness
6421,": وداعاً يا من ملكتَ فؤادي بِـ حُبِكَ يا من تَتُوقُ روحي لِـ رُؤياكَ يا من اكتفيتَ بِكَ وحدكَ  سَـ ابقي لك  سارحل يوماً بصمت …",sadness
6422,": * قلبُها وطن ، وانا لاتروق لي الغُربه .. ..™",love
6423,": بابا ليش عن تبكي !! مو اتفقنا ان ماما شهيده ؟!",sadness
6424,"دول افريفيا مبوزه سمعتنا في الاوليمبياد",none
6425,"اسود وزن فوق 105 كيلو عاملين مذبحه في الاوليمبياد دلوئتي — watching the Olympic Games",none
6426,"ذكري الغزو العراقي الغاشم  اطماع شخصيه يظنها صاحبها هينه.  ويستغلها العدو لصالحه. .فلا الطامع نال مطامعه ولا الامه سلمت من شرورها.",sadness
6427,"يااستاذ نبيل ماتشغلش بالك ببعثه مصر في الاوليمبياد لانها ماتستاهلش تضيع وقتك وكمان صرفوا 400 مليون جنيه ولم يحققوا شيئ يذكر",sadness
6428,"*انا خايفّ يستمر صمت الشفايف*",fear
6429,"خايفه في 2017 يقولو لينا الهواء بقروش .",fear
6430,"ساظل ابحث عنك مهما طال بي زماني واقول اني احبك دون ان ينطق لساني فالحب في قلبي له اسمي المعاني والكل يعرف اني من دونك اعاني  شعر  بوح",love
6431,"ايه دا انت شايل مني ؟ طب خد شيل تاني بقي ..",surprise
6432,"بصراحه اصل مش وقته خالص الناس مرعوبه من زياده الاسعار و دول زودوا سعر الوقود و دي سلعه مهمه و حساسه",fear
6433,"اتنفـس  الاحـزان يا مـولاي اذ ان  الـبكاء عـليك  اصـل الحياه",sadness
6434,"انا اتذكر اني قمت فتحت عيوني ساعه 1 شلرن صارت 2.35",surprise
6435,"Sadam H الرجل الذي لاقي الموت فهزمه كما هزم ايران وخشاه اعداءه عاش جسورا ومات جسورا",love
6436,"اايههه 😂😭 لا انا خايفه افهي واضيع بين القاعات عاد اسويها والله 🌚😂",fear
6437,"لا يوووووووصف ????❤  احساس خالد عبدالرحمن",joy
6438,"ايه جد بتكلم، انا متعاطف وبشده مع تلك الكائنات المضطهده.",sympathy
6439,"مش شرط كل مره يرفع اكتر بتفرق تركيز و رهبه الاوليمبياد برضه",none
6440,"يتنافسوا عليها في الاوليمبياد ويكسبوا فيها ويزودوا عدد ميداليتهم ودي دايما بتكون الدول الغنيه وبتححق الميداليات دي علي حساب الدول الفقيره",none
6441,"وعلي سبيل الاعترافات:  كل ما نكتبه هنا نحاول بطريقه او باخري اعاده تجميل صوره الواقع وترتيب المشهد من هذه القسوه التي نشاهدها ✋🌷",sadness
6442,"خايفه من هاليوم ✈️😢",fear
6443,"اكثر شي خايف انه يصير .. بيصيرله زي رومن رينز",fear
6444,"حتي الرجال مقهورين يا حرام  ظلم  اجتماعي و  ديني",sadness
6445,":  اوقفوا الاختفاء القسري   ﻋﻼﺀ ﺍﻟﺴﻴﺪ ﻣﺤﻤﺪ . خطفوه ليه ؟؟؟ علاء مش ارهابي",sadness
6446,"Hariri Dr: عصابات الاسد تكثف القصف العنيف علي احياء  درعا البلد مؤخرا لانها الجبهه الوحيده حاليا والتي تتعرض للضغط الاكبر وسط جمود…",sadness
